level_0,level_1,level_2,root_kc,final_cluster
烷基化试剂,有机合成试剂,有机与无机化学知识,化学与物理性质,8
个人信息保护,个人信息与信息保护,个人权利保护,法律与责任,6
封闭腔模型,模型理论,数学理论,科学理论与方法,9
函数的调用,函数的调用,函数理论,科学理论与方法,9
净进口,净进口,国际贸易与经济指标,经济体系与发展,16
回归分析,数据分析方法,数据处理与分析,信息技术与管理,12
货币乘数,货币政策与供应,货币与金融市场,经济体系与发展,16
代偿心,代偿心,担保与代偿,法律与责任,6
感染流感,病毒感染,循证医学与流行病学,生物与自然科学,4
标准化,标准化,标准化,数据处理与编程知识,5
宋代,宋代,中国历史,中东与中国历史政治研究,15
信息,个人信息与信息保护,个人权利保护,法律与责任,6
课程实施基本取向,课程理论与实践,课程理论与实践,教育研究与实践,13
销售价格,成本与价格分析,分析方法,科学理论与方法,9
狙击手,狙击手,狙击手,国际关系与协议,3
晶体管,晶体与半导体结构,电学原理,科学理论与方法,9
班集体形成基础,班集体形成基础,教育理论与实践,教育研究与实践,13
正义论,思维方式,思维方式,法律与政治制度,10
修订,修订,修订,法律与责任,6
相量,相量,电学原理,科学理论与方法,9
消费者行为理论,消费者行为学,边际替代率,经济学概念,11
思维,思维方式,思维方式,法律与政治制度,10
基酒组合,基酒组合,发酵化学,化学与物理性质,8
话题,话题,话题,话题,-1
复杂几何域,级数与收敛性,级数与收敛性,级数与收敛性,-1
臀大肌最粗处,身体形态与评估,人与自然,生物与自然科学,4
疏水物质,疏水物质,性质与特性,化学与物理性质,8
放任型的班主任,班主任管理与师生关系,教育理论与实践,教育研究与实践,13
婚姻,婚姻,人文精神与价值观,类型分类,1
白酒分析技术,白酒评鉴知识,白酒知识,中国古代文化,14
谈判,沟通与谈判,经济活动,经济学概念,11
力的作用,力的概念,概念框架,中国古代文化,14
运动饮食,运动饮食,运动饮食,运动饮食,-1
骨骼肌肉系统,生命科学,生物与地理科学,生物与自然科学,4
泊松分布,概率分布,概率分布,数据处理与编程知识,5
感恩信,沟通与谈判,经济活动,经济学概念,11
物质帮助,物质帮助,物质帮助,物质帮助,-1
国外功能,功能概念,概念框架,中国古代文化,14
方均根速率,速度与加速度,运动与振动,化学与物理性质,8
机械能,能量与功,能量与功,化学与物理性质,8
名义GDP,国内生产总值概念,概念框架,中国古代文化,14
母乳喂养,生命科学,生物与地理科学,生物与自然科学,4
交易,交易,经济活动,经济学概念,11
全空气系统,暖通空调系统,力学理论,科学理论与方法,9
反应,免疫与反应机制,神经生物学,生物与自然科学,4
相对公平原则,原则体系,原则体系,法律与政治制度,10
白酒品评,白酒评鉴知识,白酒知识,中国古代文化,14
测验效应,效应概念,概念框架,中国古代文化,14
独立,独立,独立,数据处理与编程知识,5
虚拟现实,虚拟现实,计算机与信息系统相关术语,信息技术与管理,12
胚长度,胚长度,尺寸测量,尺寸测量,-1
溶解度,溶解性知识,物理性质,化学与物理性质,8
凤香型白酒,白酒香型,白酒知识,中国古代文化,14
创业团队,创业知识,微课学习策略,教育研究与实践,13
中国社科院,中国社科院,服务平台管理,信息技术与管理,12
EPS,数据管理系统,数据管理与处理,信息技术与管理,12
噪声,锁定与噪声控制,数据规范化,数据处理与编程知识,5
GDP核算,国内生产总值概念,概念框架,中国古代文化,14
渠道通路,交易与转移,经济活动,经济学概念,11
营销计划,营销策略,战略管理,经济学概念,11
马克思,马克思,哲学思想体系,中国古代文化,14
品牌资产,品牌管理,投资收益率,经济学概念,11
经验管理阶段,管理学概念,概念框架,中国古代文化,14
外部节点,外部节点,数据结构,数据处理与编程知识,5
视知觉,视知觉,感知与意识,教育研究与实践,13
体温,体温调节,体温调节,体温调节,-1
企业管理,企业管理,投资收益率,经济学概念,11
供暖的室内设计参数,暖通空调系统,力学理论,科学理论与方法,9
控制,控制系统,力学理论,科学理论与方法,9
出口加工区,产业区位与发展,地理与发展,经济学概念,11
理想师生关系,班主任管理与师生关系,教育理论与实践,教育研究与实践,13
公平原则,原则体系,原则体系,法律与政治制度,10
非营利组织,企业发展与组织,投资收益率,经济学概念,11
增值税税率,税务管理,投资收益率,经济学概念,11
平均分担,速度与加速度,运动与振动,化学与物理性质,8
职能战略,战略管理,投资收益率,经济学概念,11
马克思主义,马克思主义理论,社会主义理论,法律与政治制度,10
国家分布,概率分布,概率分布,数据处理与编程知识,5
总体战略,战略管理,投资收益率,经济学概念,11
网络保险,互联网金融产品,科技与支付系统,信息技术与管理,12
势能,能量与功,能量与功,化学与物理性质,8
投稿,投稿,投稿,科学理论与方法,9
供应链管理,供应链合作与管理,投资收益率,经济学概念,11
对焦速度,速度与加速度,运动与振动,化学与物理性质,8
薛举,薛举,文言,中国古代文化,14
老白干香型白酒,老白干香型白酒,白酒知识,中国古代文化,14
基本子空间的正交关系,基本子空间的正交关系,基本子空间的正交关系,基本子空间的正交关系,-1
完全垄断,市场结构,市场概念,经济学概念,11
营销管理,营销管理,投资收益率,经济学概念,11
非本质主义,哲学思想,哲学思想体系,中国古代文化,14
资产负债率,资产管理,投资收益率,经济学概念,11
合作,供应链合作与管理,投资收益率,经济学概念,11
质心,质心,物化,热力学与化学反应,7
萨缪尔森,文化与思想人物,哲学思想体系,中国古代文化,14
多民族聚集区域,民族多样性与交流,全球化与文化交流,国际关系与协议,3
退火,锁定与噪声控制,数据规范化,数据处理与编程知识,5
市场营销学,市场营销学,市场营销知识,经济学概念,11
准备金,准备金,调查性报道,教育研究与实践,13
财经报道原则,财经报道原则,财经报道与传播,财经报道与传播,-1
品味练习,品味练习,感官体验,教育研究与实践,13
晶格能,晶体与半导体结构,电学原理,科学理论与方法,9
禁带,锁定与噪声控制,数据规范化,数据处理与编程知识,5
蛋白液,蛋白液,物理性质,化学与物理性质,8
苏伊士运河,苏伊士运河,文化与哲学,国际关系与协议,3
企业成长的源泉,企业发展与组织,投资收益率,经济学概念,11
映射,映射,映射,类型分类,1
跨媒体叙事策略,媒体叙事策略,财经报道与传播,财经报道与传播,-1
西奈半岛,西奈半岛,西奈半岛,国际关系与协议,3
经济学定义,经济学知识体系,经济学知识体系,经济学概念,11
科学管理,管理学概念,概念框架,中国古代文化,14
定容热容量,体温调节,体温调节,体温调节,-1
企业组织,企业发展与组织,投资收益率,经济学概念,11
酸碱平衡紊乱,酸碱平衡紊乱,酸碱平衡与反应类型,生物与自然科学,4
公开市场,金融市场,市场概念,经济学概念,11
体态,身体形态与评估,人与自然,生物与自然科学,4
金融自由化,金融自由化,自由与能量,自由与能量,-1
盐的水解,溶解性知识,物理性质,化学与物理性质,8
高度,高度,尺寸测量,尺寸测量,-1
视线,植物景观围合强度,植物景观与设计,生物与环境设计,2
三绝,三绝,三绝,中国古代文化,14
市场渗透,市场渗透,市场概念,经济学概念,11
功能,功能概念,概念框架,中国古代文化,14
道家,道教思想,哲学思想体系,中国古代文化,14
因素,因素,发酵化学,化学与物理性质,8
动量,动量,动量,化学与物理性质,8
时间管理,管理学概念,概念框架,中国古代文化,14
社会主义外交,社会主义发展理论,社会主义理论,法律与政治制度,10
新技术,技术概念,概念框架,中国古代文化,14
直线形分子,直线形分子,电学原理,科学理论与方法,9
条件概率的计算,概率论,逻辑与概率理论,数据处理与编程知识,5
参考系,参考系,力学理论,科学理论与方法,9
团队组建原则,组织与团队管理,投资收益率,经济学概念,11
血氧指标,血氧指标,循证医学与流行病学,生物与自然科学,4
优势,优势,执政地位,法律与政治制度,10
贝叶斯,贝叶斯分类方法,贝叶斯分类,数据处理与编程知识,5
促销,促销,促销,经济学概念,11
分样方法,逻辑表达方式,内容元素与信息来源,教育研究与实践,13
马克思列宁主义,马克思主义理论,社会主义理论,法律与政治制度,10
谦卦,易经哲学,哲学思想体系,中国古代文化,14
势阱,势阱,限制因素,组织与评估设计,0
安迪•沃霍尔,文化与思想人物,哲学思想体系,中国古代文化,14
市场营销者,市场营销战略,市场营销知识,经济学概念,11
平面简谐波,简谐振动与波动,运动与振动,化学与物理性质,8
导热系数,热导率研究,气体性质,化学与物理性质,8
摆正位置,位置与偏倚,地理与发展,经济学概念,11
市场风险,风险管理,投资收益率,经济学概念,11
IO数据传输,存储处理,计算机系统管理,信息技术与管理,12
精神,精神,人文精神与价值观,类型分类,1
希腊哲学史,希腊哲学,哲学思想体系,中国古代文化,14
电阻的串并联,电阻,电学原理,科学理论与方法,9
真实性评价指标,真实性评价指标,教育理论与实践,教育研究与实践,13
简谐振动的复数表示,简谐振动与波动,运动与振动,化学与物理性质,8
溶解,溶解性知识,物理性质,化学与物理性质,8
客流量,客流量,客流量,经济学概念,11
Cochrane协作网,调查研究,研究设计,组织与评估设计,0
炎症反应,免疫与反应机制,神经生物学,生物与自然科学,4
